x,y
enormos,enormously
equatoria,equatorial
occasonlly,occasionally
poitic,politician
currentl,currently
resising,residing
meiiciny,mediciny
rvcommendati,recommendations
rendjzvo,rendezvous
warirs,warriors
neuessar,necessarily
dresses,addresses
erivileg,privilege
peninmul,peninsula
uinterrupte,uninterrupted
resiwstbn,resistant
culendar,calendar
signifinantl,significantly
rganization,organization
accomplishre,accomplishments
palestgn,palestinian
committin,committing
cofdentil,confidential
hierogy,hieroglyphs
auxiliard,auxiliaries
weild,wield
immeiat,immediately
diplomac,diplomacy
inefzicientl,inefficiently
presidntial,presidential
illigram,milligram
symmetricaly,symmetrically
aagaries,vagaries
warddrobe,wardrobe
themselq,themselves
doinant,dominant
ommande,commander
separater,separated
adminisati,administration
unucesful,unsuccessfully
aisappointed,disappointed
risintegrato,disintegration
draughtu,draughtsman
futhl,futhark
occrred,occurred
process,processing
inaugua,inaugurates
sbconscius,subconsciously
avoura,favourable
prombinen,prominently
infefrred,inferred
suprizing,surprising
phenomen,phenomenal
ubcategory,subcategory
particulakly,particularly
nprecedented,unprecedented
parnijul,particular
artical,article
misepehl,misspelled
communicatioc,communication
epulcr,sepulchre
exludes,excludes
onflammation,inflammation
conjunc,conjunction
surroound,surrounded
cjntrals,controls
afsassis,assassins
uninterruped,uninterrupted
purforme,performers
elicted,elicited
restarateu,restaurateurs
unpleaaa,unpleasant
inseoara,inseparable
referrod,referred
rewublic,republics
resaonae,response
conditi,conditions
compatikilit,compatibility
attnded,attended
pescribe,describes
peripat,peripatetic
exeriise,exercise
uffere,suffered
ecedes,precedes
buoyeanck,buoyancy
chajisma,charismatic
scruiny,scrutiny
threatning,threatening
conslitu,constituent
iscellaneous,miscellaneous
maneuverbil,maneuverability
imilarly,similarly
didparazingf,disparagingly
hetelaogeneou,heterogeneous
assiustanc,assistant
chemtical,chemical
archaeologii,archaeological
prikcifa,principal
mathematc,mathematics
constituant,constituent
personnell,personnel
petiti,petition
hypowcrit,hypocrite
overwhelmtng,overwhelming
tlinical,clinical
ppblisre,publisher
ministry,ministry
blitzkrid,blitzkrieg
monlith,monolithic
producible,reproducible
resiusean,resistance
uslims,muslims
cnnotatons,connotations
doca col,coca cola
sgnfic,significant
edpresst,expressed
intuitivel,intuitively
potates,potatoes
allophon,allophones
eventtual,eventually
oapressi,oppressive
immiigyan,immigrant
poliiticg,politicians
ippopotamu,hippopotamus
lkvitatr,levitated
dfcomposq,decompose
archeol,archeology
magazile,magazine
arhite,architect
archeclo,archeology
sucateg,subcategory
quitz,quit
diractor,directory
censur,censor
philosopi,philosophy
compulso,compulsory
prroat,prerogative
surraouwd,surrounding
supposed,supposed
hoisp,hoisted
enomenally,phenomenally
dimensi,dimension
uaccompanie,unaccompanied
assassinat,assassinate
inispensbl,indispensable
parsuade,persuaded
cowpulso,compulsory
collaborati,collaborative
bespecticvelyg,respectively
prodi,prodigy
fiercmly,fiercely
colonius,colonies
properl,properly
imstone,brimstone
adverttsemee,advertisement
extenhio,extension
vailable,available
dgscript,description
disdonte,discontent
unsurpsismng,unsurprising
vuthoritativ,authoritative
delegte,delegates
stateen,statements
medicin,mediciny
slaughteyrhlu,slaughterhouses
nsecutive,consecutive
rstrct,restricted
strngthened,strengthened
eighborood,neighborhood
arrest,arrested
franisc,franciscans
gisordzr,disorder
livht yb,light year
nazereth,nazareth
competitons,competitions
iharactenize,characterized
prosilytizih,proselytizing
beginyin,beginning
preoccuwdtio,preoccupation
addressv,addressing
assssinatio,assassinations
scceed,succeeds
ppulat,populations
anthiopomoophization,anthropomorphization
misdemean,misdemeanor
zonsolidatrd,consolidated
rbitrarily,arbitrarily
muljiplid,multipliers
desgenda,descendant
fundamn,fundamental
omissios,omission
opprpessi,oppression
ccommodatd,accommodated
critici,criticise
peaceful andc,peaceful and
nfluenced,influenced
techicians,technicians
damtic,dramatic
tmnivorously,omnivorously
distruction,destruction
regnfnrc,reinforced
reitaurseeur,restaurateurs
elkminft,eliminated
exrcisi,exercising
waponry,weaponry
afficionados,aficionados
fightin,fighting
sculdptur,sculptures
lengt,length
tranyslao,translator
nyticeab,noticeable
chocolat,chocolate
promzpxed,prompted
lngage,languages
raborato,laboratory
contribut,contributor
igcorruppibl,incorruptible
electrica,electrical
epennesa,openness
recebble,resembles
ficitio,fictitious
rythic,rhythmic
encompeu,incompetent
hratefll,grateful
uniedstates,unitedstates
aerrati,aberration
pyovinci,provincial
dicheotom,dichotomy
misspissm,mississippi
ignificantly,significantly
occurrev,occurrences
traditionyll,traditionally
arrangelentp,arrangements
admissbilit,admissibility
allready,already
xisted,existed
municipnlity,municipality
cojunc,conjunction
breacrtic,bureaucratic
environmentalis,environmentalist
acquqiredg,acquired
environmenaalisa,environmentalist
daqquirif,daiquiri
subpena,subpoena
progonist,protagonists
mrkein,marketing
pennsolvania,pennsylvania
phonograo,phonograph
hecommendati,recommendations
mathbmaticib,mathematicians
pracica,practically
satklait,satellites
nitedstates,unitedstates
reminitc,reminiscent
ixstrumenttl,instrumental
aggress,aggressive
signifae,signifies
tomaoes,tomatoes
desrribe,described
fluorec,fluorescent
uuatemal,guatemala
praic,prairie
consorti,consortium
tranform,transform
recosgnizw,recognized
ccasin,occasions
tradito,tradition
haemorjh,haemorrhage
irrleva,irrelevant
interchnea,interchangeable
suiidl,suicidal
icrosco,microscopy
comoiosiqner,commissioner
retalat,retaliation
guilia,giulia
surreptitiouf,surreptitious
addresse,addresses
mrrmaladb,marmalade
nquatori,equatorial
storians,historians
deeriorate,deteriorated
restaurar,restaurant
anontn,anointing
regulrl,regularly
blausibl,plausible
transcenwenc,transcendence
napolen,napoleonic
assssin,assassins
pilgrimad,pilgrimage
cemeetery,cemetery
ctilin,catiline
ocasioned,occasioned
ixbalancb,imbalanced
disseminatho,dissemination
clude,include
grammatijcall,grammatically
acquitbe,acquitted
withhe,withheld
grammaticaln,grammatically
provessi,profession
supecrinyende,superintendent
gbatxito,gratuitous
abeled,labelled
sidegeal,sidereal
emblempt,emblematic
critnicsl,critical
stengh,strengthen
mammali,mammalian
snbstanc,substances
hfmorrhaw,hemorrhage
descqribe,described
sepauratk,separation
inerrd,inferred
crmdeace,credence
nuremjer,nuremberg
publshe,publisher
eviroments,environments
montinuously,continuously
cofstitution,constitution
spposed,supposedly
ampndmen,amendment
auhort,authorities
restaua,restaurants
joureeys,journeys
gdlactic,galactic
intercotnenta,intercontinental
disappearred,disappeared
fvnction,function
orizinaln,originally
bltzkri,blitzkrieg
uropeans,europeans
corresoded,corresponded
moaoliyh,monolithic
misdemeannrs,misdemeanors
mfditedrznea,mediterranean
bxhibitw,exhibition
ncoporate,incorporates
ocoasiom,occasioned
pastorl,pastoral
pursuitx,pursuits
sugprise,surprised
correkposden,correspondent
cometen,competent
fquilqbr,equilibrium
lieime,lifetime
rudimekt,rudimentary
judicia,judicial
continueh,continued
recurrrn,recurrence
aficionad,aficionados
munidipaliti,municipalities
announcew,announced
plausibl,plausible
phlppi,philippines
morrow,tomorrow
acceflerafion,acceleration
surreytitiou,surreptitiously
engineerk,engineers
pilgkrima,pilgrimage
departqental,departmental
illiegal,illegal
coresp,correspond
cntnni,centennial
ealiest,earliest
rserch,research
outstano,outstanding
agjeemeno,agreement
uncillors,councillors
intendd,intended
pyoposit,proposition
tempoar,temporary
hospisab,hospitable
vicinity,vicinity
porrai,portrait
autobogrph,autobiographic
icorporatio,incorporation
aggreso,aggressor
caerpilar,caterpillars
ulsurdrising,unsurprisingly
hydkopho,hydrophobic
ophthamoog,ophthalmology
steroid,asteroid
inion,opinion
popvlari,popularity
indewpendencd,independence
recurhin,recurring
bellweth,bellwether
palesjiniansm,palestinians
amalgam,amalgamated
ministro,ministry
poeferab,preferably
emphtysem,emphysema
indutri,industrial
perjery,perjury
coamxssionif,commissioning
visitops,visitors
eveusthi,everything
personnei,personnel
nhedrin,sanhedrin
iemediot,immediately
clinhidal,clinical
antartic,antarctic
ecletic,eclectic
instiutionalie,institutionalized
referenece,reference
seizy,seizure
aquaint,acquainted
equilibk,equilibrium
penci,pencil
reproducile,reproducible
nonombatant,noncombatants
dissminaio,dissemination
levivtati,levitating
perswiste,persistent
heterogeneo,heterogeneous
oillenyi,millennial
archaol,archaeology
empasis,emphasis
ceremoni,ceremonies
recomaentati,recommendations
happeed,happened
codrejponden,correspondent
ititazed,imitated
garasspd,harassed
upposd,supposedly
nvertebrate,invertebrates
nonombaant,noncombatants
succieede,succeeded
ranscribing,transcribing
eimint,eliminated
constiuenc,constituency
penij,penis
airrraet,aircraft
unforseen,unforeseen
octahedv,octahedra
rominence,prominence
disagreerlent,disagreement
algorth,algorithms
dalegate,delegates
almatian,dalmatian
feminis,feminist
opprrssi,oppression
solioqu,soliloquy
indequa,inadequate
occupren,occurrence
peranen,permanent
quesbtiosablv,questionable
cjteupil,caterpillar
precufso,precursor
ineffhcientl,inefficiently
efficieng,efficiently
incorruptable,incorruptible
orrespondent,correspondent
paaallelr,parallel
provispo,provision
illeitimate,illegitimate
eetimate,estimated
lgorithms,algorithms
caveng,scavenged
conwectu,conjecture
rtific,artificial
resldeet,resident
cmmando,commando
perceivh,perceive
xenohphob,xenophobia
purported,purportedly
unsarprising,unsurprising
even thoug,even though
vluable,valuable
enormousj,enormously
erial,aerial
jtrengtu,strengthen
aplict,application
environment,environmental
avmilabl,available
requent,frequently
aggriee,aggrieved
wedesda,wednesday
volntee,volunteer
volumtee,volunteered
ilapida,dilapidated
irresistib,irresistible
empiyrica,empirical
isparaingl,disparagingly
consportiw,consortium
organsation,organisation
mass md,mass media
xeninwul,peninsula
aligt,align
sybconscious,subconsciously
unsurprisin,unsurprising
wheebo,whereabouts
transcendeny,transcendence
revlutonar,revolutionary
insexnszt,insensitive
cmpetitions,competitions
amcuracy,accuracy
ccompan,accompanied
maneuve,maneuvers
surprisi,surprising
anrchis,anarchism
elemena,elementary
ulmiat,culminating
anoevr,manoeuvre
perenia,perennially
restabidiqed,destabilized
fictitiom,fictitious
profgsse,professed
diphthgn,diphthong
triguered,triggered
hemorha,hemorrhage
erphykem,emphysema
unrepetant,unrepentant
copatibiit,compatibilities
archiuecture,architecture
avation,aviation
subseci,subspecies
departmentl,departmental
targzted,targeted
smultaneous,simultaneously
provid,provided
pongra,phonograph
dssatsact,dissatisfaction
sppsed,supposed
prsctotiqner,practitioner
miscelaneou,miscellaneous
bergkmot,bergamot
relublic,republics
allophons,allophone
mnivorously,omnivorously
analkytyc,analytic
hinirancv,hindrance
pervvrse,perverse
queensla,queensland
protagonp,protagonist
dvstinct,distinction
anilaterally,unilaterally
heaquaters,headquarters
aditionlly,additionally
adition,additional
unbievable,unbelievable
powerfl,powerful
councinl,councillors
hanassfe,harassments
aiailmbl,available
mafeuver,maneuvers
morissey,morissette
privieg,privileges
purporte,purportedly
ocessor,processor
publisger,publisher
exnggera,exaggerated
hiararchictl,hierarchical
internationaf,international
deceived,deceived
sufcie,sufficient
neighouing,neighbouring
strang,strange
impfesaj,impresario
depcribe,describes
decendants,descendants
normously,enormously
manouver,maneuver
etreprener,entrepreneurs
cnquer,conquered
unintebrupte,uninterrupted
sufrage,suffrage
charcte,character
aisintegratit,disintegration
nowledgebl,knowledgeable
techanolor,technology
marmaqad,marmalade
acchetpp,archetypes
tbansfor,transform
ppresses,suppresses
percepted,perceived
oeission,omission
htikn,think
desitned,destined
hyporis,hypocrisy
awparenta,apparent
vernance,governance
egclusiv,exclusively
gubrante,guarantee
srprisingly,surprisingly
prouncatio,pronunciation
movement,movement
aprori,appropriate
anonica,canonical
diserder,disorder
approxamatel,approximately
conversif,conversion
miscellaneu,miscellaneous
nvember,november
elimxinar,eliminating
differen,different
uninwterrupte,uninterrupted
eceived fro,received from
avajlabl,available
disparagingl,disparagingly
commnmoraaio,commemoration
reseiarch,research
zontebde,contender
desoriented,disoriented
listenr,listeners
sjrprije,surprise
tiggere,triggered
iorrespo,corresponds
chairmam,chairman
chracterize,characterized
broadca,broadcast
incljudina,including
adequatg,adequate
broacasted,broadcast
managemeg,management
academij,academic
proceso,processor
possessiz,possession
fiercelp,fiercely
intellig,intelligent
ensus,census
parall,parallel
rezerqnc,reference
inferged,inferred
opaganda,propaganda
besiege,besieged
ngressional,congressional
prblisheb,publisher
adequat,adequate
pmonunciatioc,pronunciation
initmuall,initially
npposkte,opposite
beantifu,beautiful
templrte,templates
coforta,comfortable
ntuiiv,intuitively
ionere,pioneered
missppll,misspelling
lification,vilification
unnfticeablg,unnoticeable
heterogeneoi,heterogeneous
sarcvion,sanctioning
exczedino,exceedingly
beneficw,beneficiary
incredi,incredible
excerptss,excerpts
surpassi,surpassing
qlamorou,glamorous
riculture,agriculture
sigifie,signifies
manufct,manufacture
indqsautable,indisputable
freqent,frequently
disobeli,disobedient
divisio,division
heteogeneou,heterogeneous
ercerptsb,excerpts
opulations,populations
suscgpti,susceptible
nassliuation,nasalization
inrodporjtio,incorporation
dektaqilized,destabilized
infantrym,infantryman
scrtiny,scrutiny
asorbed,absorbed
permcanen,permanently
chitect,architect
efiance,defiance
cartridgj,cartridge
unneces,unnecessary
uutobiolraph,autobiography
cereymonm,ceremonious
realyl,really
conjectus,conjecture
receiership,receivership
fictitioi,fictitious
cengresyionx,congressional
diappointin,disappointing
persuado,persuade
nonoperatihn,nonoperational
cincidental,coincidentally
trengthene,strengthened
buddhis,buddhist
atetio,attention
resedmble,resembled
wrompaed,prompted
unfortuatel,unfortunately
cradencx,credence
udergo,underground
pemillenia,premillennial
dcumnt,documentary
jourfeys,journeys
apabili,capability
cmmitti,committing
cmpaibilit,compatibility
emision,emissions
aubitaar,arbitrarily
diorien,disoriented
suraound,surrounding
compatibiit,compatibility
anthopolgy,anthropology
commissuonin,commissioning
ratefully,gratefully
guarenteed,guaranteed
