x	y	0	tf
dissapear	disappear	disappear	True
inadvext	inadvertent	inadvertent	True
dramratec	dramatic	dramatic	True
conshunan	consonant	consonant	True
varitie	varieties	varieties	True
adminustrzti	administration	administration	True
extrcise	exercise	exercise	True
estaura	restaurants	restaurants	True
qescenda	descendant	descendants	False
autochthono	autochthonous	autochthonous	True
etaphor	metaphor	metaphor	True
mahmatici	mathematician	mathematician	True
dishbedl	disobedient	disobedient	True
connofations	connotations	connotations	True
ptoporti	proportions	proportions	True
olithic	neolithic	neolithic	True
eiter	either	either	True
pemere	premiered	premiered	True
mortdage	mortgage	mortgage	True
foaewold	foreword	foreword	True
pleasant	unpleasant	pnpleasant	False
comebacp	comeback	comeback	True
menmen	amendment	amendment	True
definiae	definite	definitely	False
ehaggers	exaggerates	exaggerates	True
qzintessentin	quintessential	quintessential	True
cmmemorats	commemorates	commemorates	True
unprecedefte	unprecedented	unprecedented	True
onneti	connecticut	connecticut	True
radiio	tradition	traditional	False
potrit	portrait	portrait	True
reignm	resignment	resignment	True
performa	performance	performance	True
architectre	architecture	architecture	True
ucceeding	succeeding	succeeding	True
abandon	abandons	abandon	False
apolwomet	apologetics	apologetics	True
psyholo	psychology	psychology	True
constitwtiin	constitution	constitutional	False
nterationa	international	international	True
majrity	majority	majority	True
enforin	enforcing	enforcing	True
exeeded	exceeded	exceeded	True
stiring	stirring	stirring	True
adaced	advanced	advanced	True
normous	enormous	enormous	True
nticeab	noticeable	noticeable	True
durig	during	during	True
emssri	emissaries	emissaries	True
gnterrup	interrupt	interrupt	True
easentia	essentially	essentially	True
metamorphoni	metamorphosis	metamorphosis	True
ankhropolxgy	anthropology	anthropology	True
ekvirfnmenty	environments	environmenta	False
muntain	mountains	mountaino	False
feasibte	feasible	feasible	True
replacym	replacement	replacement	True
governmvntal	governmental	governmental	True
tendjencb	tendency	tendency	True
atente	patented	patented	True
vertions	versions	versions	True
gommzmoratin	commemorating	commemorating	True
yranny	tyranny	tyranny	True
comari	comparisons	comparison	False
panomm	pantomime	pantomime	True
aepredentaai	representative	repredentative	False
canobnico	canonical	canonical	True
respmoxse	response	response	True
persuadix	persuading	persuading	True
vicnity	vicinity	vicinity	True
destructi	destruction	destructivn	False
sjubbornness	stubbornness	stubbornness	True
coordinaton	coordination	coordination	True
ontroversial	controversial	controversial	True
suppbess	suppresses	suppresses	True
exoskele	exoskeleton	exoskeleton	True
exrcise	exercise	exercise	True
unlely	unlikely	unlikely	True
consebuentlj	consequently	consequently	True
poporti	proportions	proportions	True
puoceedir	proceeding	proceedings	False
staiqles	stainless	stainless	True
ccomodatin	accommodating	accommodating	True
aggrqieve	aggrieved	aggrieved	True
genibtalip	genitalia	genitalia	True
assasined	assassinated	assassinated	True
ompatibility	compatibility	compatibility	True
commtte	committee	committee	True
tyran	tyranny	tyranny	True
dwcideil	decidedly	decidedly	True
hadquarter	headquarters	headquarter	False
controersie	controversies	controversies	True
captuwed	captured	captured	True
sattelites	satellites	satellites	True
receeding	receding	receding	True
unsbstania	unsubstantiated	unsubstantiated	True
exerbated	exacerbated	exacerbated	True
substatial	substantial	substantiat	False
functikn	function	function	True
ficljtio	fictitious	fictitious	True
gratheful	grateful	grateful	True
mccarthyy	mccarthyist	mccarthyist	True
migate	emigrated	emigrated	True
unwarrented	unwarranted	unwarranted	True
particulerly	particularly	particularly	True
aefining	defining	defining	True
ontamn	contaminate	contaminate	True
zefenban	defendant	defendants	False
rvice	service	service	True
irritbl	irritable	irritable	True
acutic	acoustic	acoustic	True
peryuade	persuaded	persuades	False
survvor	survivor	survivor	True
embarias	embarrassed	embarrassed	True
baakrmpt	bankruptcy	bankruptcy	True
fonetic	phonetic	phonetic	True
pasenge	passengers	passengers	True
catrpilars	caterpillars	caterpillars	True
cosequently	consequently	consequently	True
aleged	allegedly	allegedly	True
wardro	wardrobe	wardrobe	True
aucocdthonou	autochthonous	autochthonous	True
irresistibky	irresistibly	irresistibly	True
entitlied	entitled	entitled	True
rlaughterhou	slaughterhouses	slaughterhouses	True
mammdlia	mammalian	mammalian	True
cilitate	facilitate	facilitate	True
naturual	natural	natural	True
cadculatq	calculator	calculator	True
nutrjent	nutrients	nutrients	True
pesurreptiona	resurrection	resurrection	True
gpartmen	apartments	apartment	False
independqence	independence	independence	True
contitution	constitutional	constitutional	True
prkfusse	professed	professed	True
inteirchasngeo	interchangeable	interchangeable	True
incompatibilit	incompatibility	incompatibility	True
suzpxise	surprise	surprised	False
technqu	techniques	techniques	True
drdanel	dardanelles	dardanelles	True
dtsprnse	dispense	dispense	True
uninabi	uninhabited	uninhabited	True
ennsylvani	pennsylvania	pennsylvania	True
charactergze	characterized	characterized	True
wuropean	europeans	european	False
guarate	guaranteed	guarantees	False
dvctrane	doctrines	doctrines	True
infringmet	infringement	infringement	True
histocompatibii	histocompatibility	histocompatibility	True
reporte	reportedly	reportedly	True
judicyar	judiciary	judiciary	True
irohicae	ironically	ironically	True
veterkor	deteriorate	deteriorate	True
contnnde	contender	contender	True
testiclular	testicular	testicular	True
politican	politician	politician	True
simiari	similarity	similarity	True
fovmidab	formidable	formidable	True
elnphant	elephant	elephant	True
indiviouallyn	individually	individually	True
ehibiti	exhibition	exhibition	True
comptetivivan	competitiveness	competitiveness	True
istitut	institute	institute	True
penmen	phenomena	phenomena	True
pilrrima	pilgrimages	pilgrimages	True
porrae	portrayed	portrayed	True
infiltrat	infiltrated	infiltrate	False
biquitous	ubiquitous	ubiquitous	True
incorporate	incorporated	incorporated	True
mechanicx	mechanics	mechanics	True
cnsuma	consummate	consummate	True
antropolog	anthropology	anthropology	True
arrestyd	arrested	arrested	True
airbourne	airborne	airborne	True
accomadations	accommodations	accommodations	True
holliday	holiday	holiday	True
lagiarism	plagiarism	plagiarism	True
cersuadq	persuades	persuaded	False
quantety	quantity	quantity	True
pubicly	publicly	publicly	True
icompatibe	incompatible	incompatible	True
jetaphgr	metaphors	metaphors	True
disidntegrate	disintegrated	disintegrated	True
ractitioner	practitioner	practitioner	True
answewed	answered	answered	True
ppearances	appearances	appearances	True
tubbornness	stubbornness	stubbornness	True
demliti	demolition	demolition	True
maioeuvr	manoeuvre	manoeuvrid	False
accussed	accused	accused	True
besiegd	besieged	besieged	True
conhtituents	constituents	constituents	True
berivati	derivative	derivative	True
misaoxtu	misfortunes	misfortunes	True
becames	becomes	becomes	True
oxymiron	oxymoron	oxymoron	True
prominn	prominently	prominently	True
usuccessful	unsuccessful	unsuccessful	True
univrsi	university	university	True
blessi	blessing	blessing	True
misogynyl	misogyny	misogyny	True
sppeches	speeches	speeches	True
enlargem	enlargement	enlargement	True
citiis	criticising	criticiseng	False
archvmed	archimedean	archimedean	True
forida	formidable	formidable	True
success	succession	successeon	False
displeas	displease	displease	True
xupposec	supposedly	supposed	False
tymanuie	tyrannies	tyrannies	True
cmbusti	combustion	combustion	True
administrto	administrator	administrator	True
liaiso	liaisons	liaisons	True
stresngtk	strength	strengthen	False
cholars	scholarship	scholarship	True
sublifhe	publisher	publisher	True
amendmdn	amendments	amendments	True
incidetally	incidentally	incidentally	True
ropagt	propagate	propagate	True
societiel	societies	societies	True
conidenial	confidentially	confidentially	True
altkrnatipes	alternatives	alternatives	True
sttentio	attention	attention	True
recipieh	recipients	recipients	True
conteporary	contemporary	contemporary	True
incompatibiliti	incompatibilities	incompatibilities	True
caribbea	caribbean	caribbean	True
yemeanixe	yemenite	yemenite	True
hydrophili	hydrophilic	hydrophilic	True
indefinitly	indefinitely	indefinitely	True
accoordin	accordingly	according	False
gqngster	gangster	gangster	True
rxtremal	extremely	extremely	True
cgitidis	criticised	criticised	True
dislgree	disagreed	disagreed	True
enviorment	environment	environmental	False
subterlanean	subterranean	subterranean	True
flndamkn	fundamental	fundamental	True
indisputible	indisputable	indisputable	True
emissari	emissaries	emissaries	True
practitconer	practitioners	practitioner	False
severeiw	sovereign	sovereignty	False
esablishing	establishing	establishing	True
guccassf	successful	successful	True
metatllic	metallic	metallic	True
chieve	achieve	achieve	True
potatbes	potatoes	potatoes	True
cnscouses	consciousness	consciousness	True
enhacem	enhancement	enhancement	True
environmtnta	environmental	environmentalla	False
prinipality	principality	principality	True
pdrporve	purportedly	purportedly	True
iplomacy	diplomacy	diplomacy	True
xeadmisr	readmission	readmission	True
degigned	designed	designed	True
substaut	substantial	substantial	True
atribu	attributes	attributes	True
iconocuastic	iconoclastic	iconoclastic	True
muccessfqlly	successfully	successfully	True
tortoisen	tortoise	tortoise	True
elomnnat	eliminated	eliminated	True
sujgat	subjugation	subjugation	True
krivileg	privileged	privilege	False
lfilled	fulfilled	fulfilled	True
envionmeta	environmental	environmental	True
respionsi	responsible	responsible	True
aggresgo	aggressor	aggressor	True
yquilnbr	equilibrium	equilibrium	True
nonopdration	nonoperational	nonoperational	True
relationtship	relationship	relationship	True
pnraohernali	paraphernalia	paraphernalia	True
genealogi	genealogies	genealogies	True
proagon	protagonist	protagonist	True
rsistib	resistible	resistible	True
hinsranc	hindrance	hindrance	True
comwaris	comparison	comparison	True
cemoteri	cemeteries	cemeteries	True
alleeiat	alleviate	alleviate	True
commmemorated	commemorated	commemorated	True
likeyiho	likelihood	likelihood	True
crlculdt	calculated	calculated	True
coundrie	countries	countries	True
ccommodatin	accommodating	accommodating	True
oarassls	harasses	harasses	True
sinsong	singsong	singsong	True
headquartre	headquartered	headquartered	True
racord pirodu	record producer	record producer	True
ereafter	thereafter	thereafter	True
arbitary	arbitrary	arbitrary	True
priestho	priesthood	priesthood	True
ondinsri	ordinarily	ordinarily	True
pineapplq	pineapple	pineapple	True
changeab	changeable	changeable	True
protubrance	protuberance	protuberance	True
distribut	distributed	distributed	True
carribbean	caribbean	caribbean	True
puport	purportedly	purportadly	False
plantatio	plantation	plantation	True
corrvezponded	corresponded	corresponded	True
pposition	opposition	opposition	True
tempfewat	temperature	temperature	True
incremjntall	incrementally	incrementally	True
asassiatio	assassinations	assassinations	True
cheology	archeology	archeology	True
leiitatv	levitating	levitating	True
numerou	numerous	numerous	True
beteen	between	between	True
costructon	construction	construction	True
visito	visitors	visitors	True
pecimen	specimen	specimen	True
exoxkelef	exoskeleton	exoskeleton	True
utefully	usefully	usefully	True
qraceoul	graceful	graceful	True
nufactured	manufactured	manufactured	True
principak	principal	principal	True
incompetance	incompetence	incompetence	True
massq mep	mass media	mass media	True
mthematiia	mathematician	mathematicianss	False
resdent	resident	resident	True
agressiely	aggressively	aggressively	True
alevat	alleviate	alleviate	True
idiosyncray	idiosyncrasy	idiosyncrasy	True
toubles	troubles	troubles	True
unsurzri	unsurprised	unsurprised	True
reptition	repetition	repetition	True
unforgivabl	unforgivable	unforgivable	True
croqodil	crocodiles	crocodiles	True
disajpea	disappeared	disappeared	True
diffneres	different	different	True
predokinatel	predominately	predominately	True
asturation	masturbation	masturbation	True
symphon	symphony	symphony	True
accademic	academic	academic	True
weapfnry	weaponry	weaponry	True
satlli	satellite	satellite	True
nowledge	knowledge	knowledge	True
embalrassmen	embarrassment	embarrassment	True
guidanc	guidance	guidance	True
nstant	constant	constantlae	False
rospoxse	response	response	True
icompatibil	incompatibility	incompatibility	True
morocan	moroccan	moroccan	True
xercis	exercise	exercisis	False
aspjyxiatioa	asphyxiation	asphyxiation	True
alternxtbves	alternatives	alternatives	True
